作品ID,作品名,人物ID
46411,沈黙の水平線,304
1880,舞馬,304
44724,夜汽車,304
1877,浴槽の花嫁,304
47946,夢,1030
1806,若き日の成吉思汗,304
45373,Ｒ漁場と都の酒場で,183
52884,"I Am Not A Poet, But I Am A Poet.",183
52894,青白き公園,183
45341,茜蜻蛉,183
47971,リルケ書翰（ロダン宛）,1030
45436,明るく・暗く,183
52764,秋が深い頃だ,183
52872,秋雨の絶間,183
45434,秋晴れの日,183
45435,秋・二日の話,183
45433,悪筆,183
52885,朝,183
52779,朝居の話,183
52852,浅原六郎抄,183
45216,熱海線私語,183
52918,熱海へ,183
45432,熱い風,183
45281,熱い砂の上,183
52748,あやふやなこと,183
45431,或る五月の朝の話,183
52869,或るハイカーの記,183
45430,或る日の運動,183
45438,「或る日の運動」の続き,183
45342,淡雪,183
45437,「悪」の同意語,183
52908,池のまはり,183
45343,歌へる日まで,183
45217,鱗雲,183
52744,Ｓ・Ｉ生へ,183
52771,エハガキの激賞文,183
45401,Ｆ村での春,183
45310,鸚鵡のゐる部屋,183
45429,鸚鵡の思ひ出,183
45428,小川の流れ,183
52760,小田原の夏,183
45427,お蝶の訪れ,183
52915,お父さんのお寝坊,183
52797,驚いた話,183
45344,鬼の門,183
52826,「尾花」を読みて,183
52740,思ひ出した事（松竹座）,183
52886,親孝行,183
52899,愚かな朝の話,183
45345,女に臆病な男,183
52891,蚊,183
45295,ガール・シヤイ挿話,183
45283,街上スケツチ,183
45311,階段,183
52768,回答,183
45426,海棠の家,183
52730,海浜日誌,183
45312,海路,183
52765,会話一片,183
45425,鏡地獄,183
52818,「学生警鐘」と風,183
45424,蔭ひなた,183
45282,駆ける朝,183
52830,「樫の芽生え」を読みて,183
45207,「風博士」,183
45346,鵞鳥の家,183
52795,彼に就いての挿話,183
52780,川蒸気は昔のまゝ,183
45313,川を遡りて,183
45423,環魚洞風景,183
52902,疳の虫,183
52792,喜劇考,183
52859,気狂ひ師匠,183
1890,鬼涙村,183
45347,鬼涙村,183
45348,奇友往来,183
45422,極夜の記,183
52819,魚籃坂にて,183
45314,疑惑の城,183
52829,久保田万太郎,183
45284,くもり日つゞき,183
45315,繰舟で往く家,183
45421,競馬の日,183
52874,月下のマラソン,183
52844,月評,183
52840,喧嘩咄,183
52900,公園へ行く道,183
52838,好日の記,183
52907,香水の虹,183
52835,交遊記,183
45285,交遊秘話,183
52755,五月のはじめ,183
52815,五月六日,183
45317,凩日記,183
45349,木枯の吹くころ,183
52863,今年の文壇で,183
52824,今年の文壇を回顧する,183
52794,今年発表した一ばん好きな自作について,183
52758,今年発表の作品,183
52789,〔小林秀雄氏への公開状〕,183
52877,駒鳥の胸,183
52831,最近注目した長篇・短篇小説に就て,183
45420,再婚,183
52850,坂口安吾君の『黒谷村』を読む,183
52903,坂道の孤独参昧,183
52861,〔作者の言分〕,183
45374,サクラの花びら,183
45350,酒盗人,183
52752,雑談抄,183
52828,サフランの花,183
45334,サロメと体操,183
52862,山峡の凧,183
45318,山峡の村にて,183
45296,サンニー・サイド・ハウス,183
52737,自己紹介,183
52883,辞書と新聞紙,183
52897,失題,183
52813,写真に添えて,183
52916,周一と空気銃とハーモニカ,183
52732,十二年文壇に対する要求,183
52858,十年ひと昔,183
52762,珠玉の如き,183
45319,祝福された星の歌,183
45286,出発,183
52753,趣味に関して,183
1891,城ヶ島の春,183
52839,城ヶ島の春,183
52751,消息抄（近頃書いた或る私の手紙から。）,183
52741,松竹座を見て（延若のこと）,183
52793,昭和五年に発表せる創作・評論に就て,183
52864,昭和十年度に於いて最も印象に残つたもの,183
52776,昭和四年に発表せる創作・評論に就て,183
52887,初夏,183
52784,初夏通信,183
52846,書斎を棄てゝ,183
52865,処女作の新春,183
52866,自烈亭,183
52920,四郎と口笛,183
52849,心悸亢進が回復す,183
52786,新興芸術派に就ての雑談,183
45320,心象風景,183
45351,心象風景（続篇）,183
52909,心配な写真,183
45419,西瓜喰ふ人,183
52821,水車小屋の日誌,183
52766,推奨する新人,183
52791,推賞寸言,183
52906,砂浜,183
45400,スプリングコート,183
52910,清一の写生旅行,183
52868,青春のころわが愛せし作品と主人公,183
45218,西部劇通信,183
52796,西部劇通信,183
947,ゼーロン,183
45418,蝉,183
45353,泉岳寺附近,183
52804,一九三二年に計画する,183
52778,一九三〇年型,183
45222,センチメンタル・ドライヴ,183
45375,ゾイラス,183
52772,捜語,183
45219,創作生活にて,183
45354,早春のひところ,183
52841,痩身記,183
52889,首相の思出,183
52728,その日のこと〔『少女』〕,183
52729,その日のこと〔『少年』〕,183
52822,その村を憶ひて,183
52738,祖母の教訓,183
45377,ダイアナの馬,183
52808,大音寺君！,183
52750,大正十五年の文壇及び劇団に就て語る,183
45322,滝のある村,183
52800,卓上演説,183
45287,黄昏の堤,183
45378,ダニューヴの花嫁,183
52739,足袋のこと,183
52860,断酒片,183
45288,断唱,183
52761,断想的に,183
45376,タンタレスの春,183
1892,痴日,183
45323,痴酔記,183
52904,痴想,183
45417,父の百ヶ日前後,183
45220,父を売る子,183
45324,塚越の話,183
45325,月あかり,183
52876,爪,183
45416,鶴がゐた家,183
45214,吊籠と月光と,183
45321,素書,183
52807,手紙,183
45355,天狗洞食客記,183
45289,東京駅にて感想,183
52756,どうしたら私は憐れな彼女を悸さずに済せるだらう,183
52827,冬日抄,183
52725,〔同人雑記〕,183
52893,闘戦勝仏,183
52726,〔同腹異腹〕,183
45415,毒気,183
52785,読書と生活,183
52783,途上日記,183
52890,凸面鏡,183
45414,渚,183
52881,泣き笑ひ,183
52879,嘆きの孔雀,183
52812,嘆きの谷で拾つた懐疑の花びら,183
52798,なつかしき挿話,183
45413,夏ちかきころ,183
45290,波の戯れ,183
45356,南風譜,183
52802,南風譜・梗概,183
52757,日記より,183
45326,肉桂樹,183
45357,日本橋,183
45358,沼辺より,183
52914,眠い一日,183
52833,はがき通信,183
45359,剥製,183
52898,白明,183
52854,初めて逢つた文士と当時の思ひ出,183
45327,馬車の歌,183
45291,馬上の春,183
52770,花束一つ,183
45223,バラルダ物語,183
52842,春,183
52814,春の手紙,183
45335,パンアテナイア祭の夢,183
52905,晩秋,183
52754,晩春日記,183
45412,晩春の健康,183
52843,半島の果にて,183
45298,ピエル・フオン訪問記,183
52763,東中野にて,183
45411,陽に酔つた風景,183
52811,ひとりごと,183
52892,雛菊と雲雀と少年の話,183
45328,病状,183
45297,ビルヂングと月,183
45299,ファティアの花鬘,183
52787,附「歌へる日まで」,183
45360,風媒結婚,183
45361,風流旅行,183
52857,附記（夜見の巻）,183
52895,不思議な船,183
52820,〔婦人手紙範例文〕,183
45329,二日間のこと,183
45409,舞踏会余話,183
52788,舞踏学校見物,183
45362,船の中の鼠,183
45410,冬の風鈴,183
45330,冬物語,183
45300,ブロンズまで,183
4650,文学的自叙伝,183
52851,文学的自叙伝,183
52809,文学とは何ぞや,183
52774,文芸雑誌の過去・現在・未来に就いて,183
52734,文壇諸家一月五日の日記,183
52773,文壇落書帳,183
52769,Hasty Pudding,183
45337,ベツコウ蜂,183
52870,ペルリ行,183
52724,〔編輯雑記〕,183
52722,〔編輯余話〕,183
45363,変装綺譚,183
52912,鞭撻,183
52781,僕の運動,183
52825,僕の酒,183
52911,蛍,183
45408,貧しき日録,183
52746,貧しき文学的経験（文壇へ出るまで）,183
45364,街角,183
45365,真夏の朝のひとゝき,183
52801,真夏の夜の夢,183
45366,まぼろし,183
52803,満里子のこと,183
45407,円卓子での話,183
52836,岬の春霞,183
52727,みじめな夜,183
52847,湖の夢,183
52805,三田に来て,183
52816,「三田文学」と巌谷夫人,183
52901,美智子と日曜日の朝の話,183
52917,美智子と歯痛,183
1893,緑の軍港,183
52853,緑の軍港,183
45406,昔の歌留多,183
45367,武者窓日記,183
52775,娘とドリアン,183
52845,〔無題〕,183
45221,村のストア派,183
52921,目醒時計の憤慨,183
52913,妄想患者,183
52790,〔モダン紳士十誡〕,183
45292,寄生木と縄梯子,183
52878,やぶ入の前夜,183
45405,籔のほとり,183
45368,山男と男装の美女,183
52806,山の見える窓にて,183
45404,山彦の街,183
45293,山を降る一隊,183
45403,山を越えて,183
45331,幽霊の出る宮殿,183
45402,雪景色,183
52871,『ユリイカ』挿話,183
52848,ユリイカ・独言,183
52743,予が本年発表せる創作に就いて,183
52731,予が本年発表せる創作に就いて,183
52742,余の倅に就いて,183
52735,予の恋愛観,183
45369,夜見の巻,183
45370,夜の奇蹟,183
45294,鎧の挿話,183
52880,喜びと悲しみの熱涙,183
52896,悦べる木の葉,183
1895,余話,183
52745,余話（秘められた箱）,183
52834,読んだ本,183
52867,ライス・ワッフルの友,183
52777,来年は何をするか,183
45399,ラガド大学参観記,183
45371,裸虫抄,183
45301,ランプの便り,183
52882,ランプの明滅,183
52875,蘭丸の絵,183
52782,淪落の女の日記,183
45332,るい,183
45333,老猾抄,183
52837,浪曼的月評,183
52855,浪曼的時評,183
45372,露路の友,183
52888,若い作家と蠅,183
52856,わが生活より,183
52832,わが最も愛する作中人物,183
52747,吾家の随筆,183
52823,私が占ひに観て貰つた時,183
52749,私が本年発表した創作に就いて,183
52767,私の一日,183
52759,私の一日,183
52817,私の崇拝する偉人,183
52733,私の変態心理,183
52736,私の本年の希望と計画,183
52810,私の万年筆,183
47237,アケビ,1266
47238,カキツバタ一家言,1266
47233,風に飜へる梧桐の実,1266
47234,寒桜の話,1266
51368,植物記,1266
47235,火の玉を見たこと,1266
55789,牧野富太郎自叙伝,1266
56695,牧野富太郎自叙伝,1266
47239,ムジナモ発見物語り,1266
49587,利尻山とその植物,1266
47236,若き日の思い出,1266
53188,明日はメーデー,1585
53659,誤って健康を伝えられた同志たちに,1585
53660,異郷なる中国の詩人たちに,1585
53189,生ける銃架,1585
54218,板垣先生の銅像を拝して,1585
54219,犬の一年,1585
54220,うさぎの餅つき,1585
54221,英雄ナポレオン,1585
53527,大江満雄に,1585
54222,大きな夢,1585
53483,小熊秀雄と藤原運,1585
54223,おさんどん,1585
54224,お節供,1585
54225,おどり子の出世,1585
54226,鏡川,1585
54227,楽隊,1585
53190,間島パルチザンの歌,1585
53661,京都帝国大学（十四行詩）,1585
54228,華厳経と法華経,1585
54229,小犬と太郎さん,1585
54230,孝太郎と悪太郎,1585
53662,獄中のコンミューンの戦士の詩を憶って,1585
53664,獄内にてドイツの同志を思う歌,1585
54231,四季,1585
53663,詩諷,1585
53191,出征,1585
53670,シュレジェンの織工によせて,1585
53528,人民詩人への戯詩,1585
54234,水車小屋,1585
53665,青春,1585
54232,世界大戦の後,1585
54235,世相の一面,1585
53192,一九三二・二・二六,1585
53681,田木繁に,1585
53485,ダッタン海峡,1585
53666,長詩,1585
54236,鶴と鴬,1585
54249,テレモピレノ,1585
54237,電灯と浦島,1585
53667,同志下司順吉,1585
53669,同志古味峯次郎,1585
54238,長靴,1585
53668,野兎の歌,1585
54250,ハイカラさんとムカシさん,1585
54251,ハンニバル雪のアルプ越,1585
54241,母校を去るにのぞみて,1585
54252,ポスト,1585
54240,蛍,1585
54242,松の影,1585
53529,毛利孟夫に,1585
53530,餅の歌,1585
53484,森山啓に,1585
54243,郵便さん,1585
54244,夢御殿,1585
54245,養蚕の歌,1585
54246,私は紙である,1585
54247,我々は牢獄で何をなすべきか,1585
49039,赤い旗,1175
54034,おふくろへ,1175
52994,かぶと虫,1175
52995,きんまくわ,1175
52996,栗ひろひ週間,1175
52997,黒んぼ会,1175
52998,仔猫の裁判,1175
54035,さらわれた兄よ,1175
52999,先生と生徒,1175
53000,掃除当番,1175
53001,月夜のかくれんぼ,1175
53002,母の日,1175
53003,原つぱの子供会,1175
53006,プールと犬,1175
49076,プロレタリア童謡の活用に関する覚書,1175
53004,文化村を襲つた子ども,1175
49068,兵隊さん,1175
53005,母子ホームの子供たち,1175
49070,本部の段々で,1175
43468,世界怪談名作集,1117
49923,海豹,1399
49924,魚と蠅の祝日,1399
49926,髪あかきダフウト,1399
49929,剣のうた,1399
49932,漁師,1399
47743,浅草灯籠,1313
47744,異版　浅草灯籠,1313
47770,旧東京と蝙蝠,1313
47771,下町歳事記,1313
47645,下谷練塀小路,1313
48687,小説　円朝　あとがき,1313
47600,随筆　寄席囃子,1313
47772,巣鴨菊,1313
47598,大正東京錦絵,1313
47602,滝野川貧寒,1313
47774,東京万花鏡,1313
47775,「東京恋慕帖」自序,1313
47776,根津遊草,1313
47777,初看板,1313
49303,落語家温泉録,1313
47778,山の手歳事記,1313
47599,寄席,1313
47779,寄席行灯,1313
47780,寄席風流,1313
47781,我が円朝研究,1313
47782,わが寄席青春録,1313
46490,曙覧の歌,305
50379,犬,305
46534,歌よみに与ふる書,305
50380,画,305
4626,かけはしの記,305
4656,鎌倉一見の記,305
1896,寒山落木　巻一,305
50381,句合の月,305
1902,九月十四日の朝,305
50382,九月十四日の朝,305
50383,くだもの,305
50385,熊手と提灯,305
50406,雲の日記,305
50405,恋,305
50403,権助の恋,305
43495,字余りの和歌俳句,305
50401,刺客蚊公之墓碑銘,305
50389,車上の春光,305
42170,小園の記,305
42171,すゞし,305
4646,高尾紀行,305
50404,旅,305
50387,土達磨を毀つ辞,305
42750,東西南北序,305
3608,読書弁,305
42172,夏の夜の音,305
57350,俳諧大要,305
57361,俳句上の京と江戸,305
57351,俳句の初歩,305
57362,俳人蕪村,305
50395,煩悶,305
50394,病牀譫語,305
42350,再び歌よみに与ふる書,305
57363,古池の句の弁,305
4430,万葉集巻十六,305
50390,明治卅三年十月十五日記事,305
50399,病,305
43618,闇汁図解,305
50398,夢,305
42168,夜寒十句,305
42173,ラムプの影,305
50397,わが幼時の美感,305
54828,健康を釣る,1676
54833,釣十二ヶ月,1676
53030,入江のほとり,1581
57319,入江のほとり,1581
57980,学問の独立,1581
57981,学校の今昔,1581
55159,仮面,1581
55167,奇怪な客,1581
55165,吉日,1581
55187,見学,1581
57982,語学修業,1581
55185,素材,1581
55168,玉の輿,1581
55190,月を見ながら,1581
55158,母と子,1581
55162,避病院,1581
43297,武州公秘話,1581
58313,冬の法隆寺詣で,1581
55160,孫だち,1581
55194,見て過ぎた女,1581
55186,昔の西片町の人,1581
55260,幼少の思ひ出,1581
55192,論語とバイブル,1581
57983,私も講演をした,1581
50761,忘れ難きことども,1472
50161,他計甚麽（竹島）雑誌,1408
50543,友人一家の死,1447
3056,アリア人の孤独,104
541,職工と微笑,104
1904,ラ氏の笛,104
45384,一ノ倉沢,307
45385,一ノ倉沢南稜,307
56895,春の遠山入り,307
43683,ピークハンティングに帰れ,307
43681,一つのエチケット,307
43682,再び山へ,307
45390,八ガ岳大門沢,307
1906,山想う心,307
56896,槍ガ岳,307
52315,大植物図鑑,1556
50409,大森彦七と名和長年,1434
54025,ガンジよ,1622
54022,再生の日の海を眺めて,1622
54023,血を越えてゆく,1622
54024,労働祭歌（Ⅰ）,1622
1909,謎の街,308
46590,Ｐ丘の殺人事件,308
46589,日蔭の街,308
56564,秘められたる挿話,308
1908,宝石の序曲,308
1907,暴風雨に終わった一日,308
46660,緑衣の女,308
46297,世界に於ける印度,1231
51936,茗荷畠,309
55205,エロディヤッド,1708
55202,ソネット,1708
55203,薄紗の帳,1708
55204,白鳥,1708
47057,共産党宣言,1138
43551,人口論,1149
45455,人口論,1149
46188,人口論,1149
42925,家なき子,1047
55962,ある幸福,1758
55963,衣裳戸棚,1758
55964,餓えた人々,1758
55891,ヴェニスに死す,1758
55965,神の剣,1758
55966,幻滅,1758
55967,幸福への意志,1758
55968,小フリイデマン氏,1758
55969,神童,1758
55970,鉄道事故,1758
55971,道化者,1758
55937,トニオ・クレエゲル,1758
55976,トビアス・ミンデルニッケル,1758
55977,トリスタン,1758
55972,なぐり合い,1758
55973,悩みのひととき,1758
55974,墓地へゆく道,1758
55975,予言者の家で,1758
55978,ルイスヒェン,1758
54343,お蝶夫人,788
55137,艶容万年若衆,310
47340,数学史の研究に就きて,1017
47341,文化史上より見たる日本の数学,1017
1072,語られざる哲学,218
46214,危機における理論的意識,218
50536,軽蔑された翻訳,218
46224,ゲーテに於ける自然と歴史,218
46217,自己を中心に,218
46215,思索者の日記,218
47354,辞書の客観性,218
1915,消息一通,218
50537,書物の倫理,218
1914,人生論ノート,218
46218,政治の論理と人間の論理,218
46219,生存理由としての哲学,218
46846,哲学はどう学んでゆくか,218
46847,哲学はやさしくできないか,218
46220,読書遍歴,218
50538,西田先生のことども,218
4868,認識論,218
50539,ハイデッゲル教授の想い出,218
5007,唯物史観と現代の意識,218
47002,論理と直観,218
46222,わが青春,218
46223,私の果樹園,218
51205,いがみの権太,792
51209,明治座評,792
51210,両座の「山門」評,792
50020,自力更生より自然力更生へ,793
197,青い顔,22
410,解剖室,22
4873,虚弱,22
7939,自伝,22
42174,水郷,22
42254,平民の娘,22
4874,昔の女,22
42285,歌時計,1074
33203,シンデレラ,1074
4733,犬の威厳,112
603,嘘をつく日,112
600,女,112
597,輝ける朝,112
598,神楽阪の半襟,112
2605,悔,112
4262,散歩,112
601,四十余日,112
602,白い雌鷄の行方,112
4263,脱殻,112
596,響,112
4285,冬を迎へようとして,112
599,道,112
4731,酔ひたる商人,112
4732,夜の浪,112
51137,かたくり,941
4491,北国の人,941
4493,帰途,941
49442,言文一致,941
4492,香油,941
4494,黄昏,941
4472,旅からのはがき,941
4471,月見草,941
49207,月夜峠,941
4473,土淵村にての日記,941
49209,テレパシー,941
4470,遠野へ,941
49208,取り交ぜて,941
56605,女順禮,1133
43068,中里介山の『大菩薩峠』,1133
43072,話に聞いた近藤勇,1133
56600,物貰ひの話,1133
55155,小島の春,1698
916,豚吉とヒョロ子,973
49922,浅瀬に洗う女,1400
49923,海豹,1400
49924,魚と蠅の祝日,1400
49933,ウスナの家,1400
58707,カスリイン・ニ・フウリハン（一幕）,1400
49925,かなしき女王,1400
49926,髪あかきダフウト,1400
58705,心のゆくところ（一幕）,1400
49927,琴,1400
50130,最後の晩餐,1400
49930,女王スカァアの笑い,1400
49928,精,1400
58706,鷹の井戸（一幕）,1400
49929,剣のうた,1400
55279,人馬のにひ妻,1400
49931,約束,1400
49932,漁師,1400
1917,易の占いして金取り出したること,93
56606,女順禮,93
3208,きのふけふの草花,93
24456,棄老伝説に就て,93
58660,作文三篇,93
52935,塩に関する迷信,93
1916,十二支考,93
52936,詛言に就て,93
52937,蓮の花開く音を聴く事,93
52938,毘沙門の名号に就いて,93
52360,再び毘沙門に就て,93
52939,秘魯国に漂著せる日本人,93
48268,遺稿,800
51211,大阪の宿,800
45619,覚書,800
18358,貝殻追放,800
42134,貝殻追放,800
42135,貝殻追放,800
42136,貝殻追放,800
42137,貝殻追放,800
42138,貝殻追放,800
42139,貝殻追放,800
42140,貝殻追放,800
42141,貝殻追放,800
42142,貝殻追放,800
42143,貝殻追放,800
49853,愛ちやんの夢物語,1394
42144,貝殻追放,800
42158,貝殻追放,800
43841,貝殻追放,800
42253,貝殻追放,800
45247,貝殻追放,800
45251,貝殻追放,800
42348,山の手の子,800
4660,山を想ふ,800
47106,雨夜の駅,1288
47107,音の世界に生きる,1288
47108,垣隣り,1288
47109,声と食物,1288
47110,声と性格,1288
47111,声と人柄,1288
47112,心の調べ,1288
47113,五十年をかえりみて,1288
47114,純粋の声,1288
58006,触覚について,1288
47115,春雨,1288
47116,耳の日記,1288
47117,昔の盲人と外国の盲人,1288
47118,山の声,1288
47121,レコード夜話,1288
750,英語対訳版草木塔抄他／Fire on the Mountain,147
43522,空家の冒険,310
45340,暗号舞踏人の謎,310
50713,踊る人形,310
43497,株式仲買店々員,310
54912,株式仲買人,310
50715,患者兼同居人,310
43028,黄色な顔,310
47119,私のすきな人,1288
50716,グローリア・スコット号,310
43498,グロリア・スコット号,310
43523,自転車嬢の危難,310
54914,自転車乗りの影,310
42929,白銀の失踪,310
50714,土色の顔,310
43524,入院患者,310
47120,私の若い頃,1288
54911,曲れる者,310
58930,中村梅玉論,1871
54913,ライギット・パズル,310
48205,買ひものをする女,804
46651,空家,805
45620,泉鏡花作『外科室』,805
53398,〔青びかる天弧のはてに〕,81
53352,青柳教諭を送る,81
53437,〔あくたうかべる朝の水〕,81
48198,あけがた,81
43041,朝に就ての童話的構図,81
45471,或る農学生の日誌,81
53399,〔いざ渡せかし　おいぼれめ〕,81
53390,〔馬行き人行き自転車行きて〕,81
53417,駅長,81
1926,狼森と笊森、盗森,81
53387,丘,81
48199,女,81
53376,会計課,81
53401,開墾,81
53363,開墾地,81
1918,カイロ団長,81
4730,省察,218
43291,省察,218
46600,蛙のゴム靴,81
45308,学者アラムハラドの見た着物,81
53429,〔かくまでに〕,81
1932,かしはばやしの夜,81
43759,かしわばやしの夜,81
53380,烏百態,81
48220,花壇工作,81
43036,家長制度,81
53382,月天讃歌（擬古調）,81
455,ガドルフの百合,81
53409,釜石よりの帰り,81
1928,烏の北斗七星,81
43755,烏の北斗七星,81
461,雁の童子,81
4426,革トランク,81
53411,看痾,81
53374,〔甘藍の球は弾けて〕,81
53392,機会,81
48221,疑獄元兇,81
4440,気のいい火山弾,81
46606,気のいい火山弾,81
53361,饗宴,81
48222,銀河鉄道の夜,81
53435,〔くもにつらなるでこぼこがらす〕,81
53407,〔雲ふかく　山裳を曳けば〕,81
53383,〔雲を濾し〕,81
4409,車,81
4408,黒ぶだう,81
53368,〔郡属伊原忠右エ門〕,81
53381,訓導,81
53386,〔月光の鉛のなかに〕,81
46601,虔十公園林,81
42307,若草物語,1074
53356,幻想,81
53428,県道,81
53388,恋,81
50762,耕耘部の時計,81
4439,耕耘部の時計,81
53350,講後,81
53370,〔洪積の台のはてなる〕,81
53400,校庭,81
4882,氷と後光,81
53405,国柱会,81
53418,〔こはドロミット洞窟の〕,81
53440,〔こゝろの影を恐るなと〕,81
53416,〔このみちの醸すがごとく〕,81
53362,〔こんにやくの〕,81
50763,さいかち淵,81
468,さいかち淵,81
53410,祭日〔二〕,81
53373,〔鷺はひかりの空に餓ゑ〕,81
469,さるのこしかけ,81
4469,山地の稜,81
1937,紫紺染について,81
53394,四八　黄泉路,81
53444,〔島わにあらき潮騒を〕,81
53420,〔霜枯れのトマトの気根〕,81
53353,〔霧降る萱の細みちに〕,81
46602,十月の末,81
4442,十月の末,81
53346,樹園,81
53415,〔棕梠の葉やゝに痙攣し〕,81
53358,春章作中判,81
53423,小祠,81
53378,職員室,81
42346,植物医師,81
53365,水部の線,81
53433,スタンレー探検隊に対する二人のコンゴー土人の演説,81
53347,隅田川,81
53413,製炭小屋,81
53426,〔聖なる窓〕,81
1941,税務署長の冒険,81
53391,雪峡,81
53431,〔せなうち痛み息熱く〕,81
53372,セレナーデ　恋歌,81
53408,僧園,81
53412,宗谷〔一〕,81
53414,宗谷〔二〕,81
48200,〔蒼冷と純黒〕,81
53397,〔そのかたち収得に似て〕,81
50764,台川,81
53424,対酌,81
48223,大礼服の例外的効果,81
53396,宅地,81
53395,〔たゞかたくなのみをわぶる〕,81
46603,谷,81
1107,谷,81
50767,種山ヶ原,81
4424,種山ヶ原,81
4600,タネリはたしかにいちにち噛んでいたようだった,81
48201,丹藤川〔「家長制度」先駆形〕,81
53438,中尊寺〔二〕,81
43734,『注文の多い料理店』新刊案内,81
4087,チュウリップの幻術,81
4420,月夜のけだもの,81
1929,月夜のでんしんばしら,81
52357,アルカプトン尿の発現,1494
56525,医学の歴史,1494
51194,偉大な医師たち,1494
53534,イングランドの西部の諸州とくにグルスターシャーで見つかった病気で、 牛痘の名で知られているウシ天然痘の原因および効果についての研究,1494
57318,栄養学小史,1494
52156,彼の追憶,1494
52528,簡約医学史,1494
56524,ギリシャおよびローマ医学の概観,1494
52529,近代医学の興隆,1494
53757,コレラの伝染様式について,1494
55278,食品とその混ぜ物処理,1494
54333,食品の混ぜ物処理および調理の毒物（1820）,1494
52232,生体構成物質の動的状態,1494
52527,先天性代謝異常,1494
51196,ネズミ、シラミ、歴史,1494
51195,文明と病気,1494
46266,月夜のでんしんばしらの軍歌,81
46607,土神ときつね,81
53436,〔土をも掘らん汗もせん〕,81
53379,〔つめたき朝の真鍮に〕,81
45655,手紙　三,81
4425,毒蛾,81
4468,床屋,81
1936,とっこべとら子,81
1947,鳥箱先生とフウねずみ,81
4085,鳥をとるやなぎ,81
53359,〔ながれたり〕,81
53406,〔なべてはしけく　よそほひて〕,81
53422,〔鉛のいろの冬海の〕,81
4438,楢ノ木大学士の野宿,81
46608,楢ノ木大学士の野宿,81
48202,沼森,81
48203,猫,81
53443,農学校歌,81
465,農民芸術概論,81
45631,農民芸術の興隆,81
45659,バキチの仕事,81
53351,雹雲砲手,81
4415,化物丁場,81
3060,凾館港春夜光景,81
4419,畑のへり,81
53348,八戸,81
53446,〔廿日月かざす刃は音無しの〕,81
4466,花椰菜,81
4437,林の底,81
53430,隼人,81
4086,茨海小学校,81
457,春と修羅,81
43040,『春と修羅』補遺,81
53419,秘境,81
53366,〔卑屈の友らをいきどほろしく〕,81
53432,〔ひとひははかなくことばをくだし〕,81
1920,ひのきとひなげし,81
53445,火の島,81
1934,氷河鼠の毛皮,81
53389,病中幻想,81
53439,火渡り,81
53425,不軽菩薩,81
18330,ワンダ・ブック――少年・少女のために――,801
53403,〔二川こゝにて会したり〕,81
1064,二人の役人,81
50765,二人の役人,81
1940,葡萄水,81
4462,文語詩稿　一百篇,81
4461,文語詩稿　五十篇,81
45309,ペンネンノルデはいまはいないよ　太陽にできた黒い棘をとりに行ったよ,81
1944,北守将軍と三人兄弟の医者,81
4418,洞熊学校を卒業した三人,81
467,ポランの広場,81
53384,〔ま青きそらの風をふるはし〕,81
4422,まなづるとダァリヤ,81
53369,〔まひるつとめにまぎらひて〕,81
1922,マリヴロンと少女,81
1077,めくらぶどうと虹,81
53441,〔モザイク成り〕,81
53385,〔最も親しき友らにさへこれを秘して〕,81
53402,〔館は台地のはななれば〕,81
4465,柳沢,81
53434,敗れし少年の歌へる,81
1931,山男の四月,81
43758,山男の四月,81
53349,遊園地工作,81
53442,〔夕陽は青めりかの山裾に〕,81
53371,〔ゆがみつゝ月は出で〕,81
53421,〔雪とひのきの坂上に〕,81
53364,〔弓のごとく〕,81
53404,百合を掘る,81
53354,楊林,81
4864,ラジュウムの雁,81
53375,〔りんごのみきのはひのひかり〕,81
53377,〔昤々としてひかれるは〕,81
43801,若い木霊,81
53367,〔われかのひとをこととふに〕,81
53357,〔われ聴衆に会釈して〕,81
53427,〔われはダルケを名乗れるものと〕,81
53355,〔われらが書に順ひて〕,81
53393,〔われらひとしく丘に立ち〕,81
47001,恨なき殺人,929
46984,清造と沼,929
55652,四谷、赤坂,929
58939,骨董品化した古珍書,63
50533,ある職工の手記,1446
50534,煤煙の匂ひ,1446
51948,老残,1446
43605,愛人と厭人,809
45159,悪魔の尾,809
43012,イプセンの日本語訳,809
45164,動く海底,809
45165,怪艦ウルフ号,809
43011,科学的の神秘,809
45163,賢い秀雄さんの話,809
45166,熊捕り競争,809
45155,孝行鶉の話,809
45161,幸坊の猫と鶏,809
42761,子良の昇天,809
43013,スカンヂナヴィア文学概観,809
42757,虹猫と木精,809
42758,虹猫の大女退治,809
42759,虹猫の話,809
45162,鳩の鳴く時計,809
45154,拾うた冠,809
45167,風変りな決闘,809
45158,蛇いちご,809
45160,豆小僧の冒険,809
3044,椰子蟹,809
45156,夢の国,809
42763,ラマ塔の秘密,809
45157,竜宮の犬,809
42762,漁師の冒険,809
4027,愛,311
2776,「愛怨峡」における映画的表現の問題,311
3250,合図の旗,311
3852,愛と平和を理想とする人間生活,311
3074,愛は神秘な修道場,311
4009,青田は果なし,311
1978,赤い貨車,311
1969,明るい海浜,311
2755,明るい工場,311
7921,秋風,311
16015,秋霧,311
7922,秋毛,311
15963,秋の反射,311
7931,秋の夜,311
2008,朝の風,311
4011,朝の話,311
3982,旭川から,311
15944,葦笛（一幕）,311
2968,明日咲く花,311
